"","filename","time_index","timestamp","band_index","band"
"302","disk/t_24/b_3.tif","24","2017-08-09 08:16:01","3","3"
"303","disk/t_24/b_4.tif","24","2017-08-09 08:16:01","4","4"
"304","disk/t_24/b_5.tif","24","2017-08-09 08:16:01","5","5"
"305","disk/t_24/b_6.tif","24","2017-08-09 08:16:01","6","6"
"306","disk/t_24/b_7.tif","24","2017-08-09 08:16:01","7","7"
"307","disk/t_24/b_8.tif","24","2017-08-09 08:16:01","8","8"
"308","disk/t_24/b_9.tif","24","2017-08-09 08:16:01","9","8a"
"309","disk/t_24/b_10.tif","24","2017-08-09 08:16:01","10","9"
"310","disk/t_24/b_11.tif","24","2017-08-09 08:16:01","11","10"
"311","disk/t_24/b_12.tif","24","2017-08-09 08:16:01","12","11"
"312","disk/t_24/b_13.tif","24","2017-08-09 08:16:01","13","12"
"313","disk/t_25/b_1.tif","25","2017-08-19 08:20:11","1","1"
"314","disk/t_25/b_2.tif","25","2017-08-19 08:20:11","2","2"
"315","disk/t_25/b_3.tif","25","2017-08-19 08:20:11","3","3"
"316","disk/t_25/b_4.tif","25","2017-08-19 08:20:11","4","4"
"317","disk/t_25/b_5.tif","25","2017-08-19 08:20:11","5","5"
"318","disk/t_25/b_6.tif","25","2017-08-19 08:20:11","6","6"
"319","disk/t_25/b_7.tif","25","2017-08-19 08:20:11","7","7"
"320","disk/t_25/b_8.tif","25","2017-08-19 08:20:11","8","8"
"321","disk/t_25/b_9.tif","25","2017-08-19 08:20:11","9","8a"
"322","disk/t_25/b_10.tif","25","2017-08-19 08:20:11","10","9"
"323","disk/t_25/b_11.tif","25","2017-08-19 08:20:11","11","10"
"324","disk/t_25/b_12.tif","25","2017-08-19 08:20:11","12","11"
"325","disk/t_25/b_13.tif","25","2017-08-19 08:20:11","13","12"
"326","disk/t_26/b_1.tif","26","2017-08-29 08:16:01","1","1"
"327","disk/t_26/b_2.tif","26","2017-08-29 08:16:01","2","2"
"328","disk/t_26/b_3.tif","26","2017-08-29 08:16:01","3","3"
"329","disk/t_26/b_4.tif","26","2017-08-29 08:16:01","4","4"
"330","disk/t_26/b_5.tif","26","2017-08-29 08:16:01","5","5"
"331","disk/t_26/b_6.tif","26","2017-08-29 08:16:01","6","6"
"332","disk/t_26/b_7.tif","26","2017-08-29 08:16:01","7","7"
"333","disk/t_26/b_8.tif","26","2017-08-29 08:16:01","8","8"
"334","disk/t_26/b_9.tif","26","2017-08-29 08:16:01","9","8a"
"335","disk/t_26/b_10.tif","26","2017-08-29 08:16:01","10","9"
"336","disk/t_26/b_11.tif","26","2017-08-29 08:16:01","11","10"
"337","disk/t_26/b_12.tif","26","2017-08-29 08:16:01","12","11"
"338","disk/t_26/b_13.tif","26","2017-08-29 08:16:01","13","12"
